0.068,-0.031966,-0.93402
0.069,-0.032295,-0.93172
0.07,-0.031966,-0.93106
0.071,-0.030652,-0.93106
0.072,-0.031638,-0.92909
0.073,-0.031309,-0.92876
0.074,-0.032295,-0.92777
0.075,-0.032624,-0.92646
0.076,-0.03098,-0.92547
0.077,-0.032624,-0.92416
0.078,-0.031638,-0.9235
0.079,-0.031966,-0.92284
0.08,4.7636,-0.9212
0.081,4.7495,-0.92054
0.082,4.7068,-0.9189
0.083,4.7604,-0.91824
0.084,4.717,-0.91824
0.085,4.7702,-0.9166
0.086,4.7272,-0.91528
0.087,4.7817,-0.91462
0.088,4.7367,-0.91331
0.089,4.7781,-0.91199
0.09,-0.030323,-0.91167
0.091,-0.032295,-0.91035
0.092,-0.032295,-0.90936
0.093,-0.031966,-0.90871
0.094,-0.031966,-0.90739
0.095,-0.031309,-0.90608
0.096,-0.032295,-0.90575
0.097,-0.031638,-0.90476
0.098,-0.032295,-0.90378
0.099,-0.031638,-0.90279
0.1,-0.032295,-0.90082
0.101,-0.031966,-0.90082
0.102,-0.031966,-0.89917
0.103,-0.032295,-0.89819
0.104,-0.032295,-0.89687
0.105,-0.032295,-0.89654
0.106,-0.031966,-0.8949
0.107,-0.031966,-0.89424
0.108,-0.031966,-0.89326
0.109,-0.031966,-0.89227
0.11,-0.031966,-0.89096
0.111,-0.031966,-0.88964
0.112,-0.032624,-0.88931
0.113,-0.031309,-0.888
0.114,-0.031966,-0.88767
0.115,-0.031966,-0.88635
0.116,-0.031638,-0.88537
0.117,-0.031638,-0.88405
0.118,-0.031309,-0.88372
0.119,-0.032624,-0.88274
0.12,-0.031966,-0.88109
0.121,-0.032624,-0.88044
0.122,-0.031638,-0.87879
0.123,-0.031966,-0.87813
0.124,-0.031966,-0.87682
0.125,-0.031638,-0.87649
0.126,-0.032953,-0.8755
0.127,-0.031638,-0.87419
0.128,-0.031966,-0.87353
0.129,-0.032624,-0.87189
0.13,-0.032295,-0.87156
0.131,-0.032295,-0.87024
0.132,-0.031966,-0.8686
0.133,-0.031966,-0.86794
0.134,-0.032295,-0.86729
0.135,-0.032295,-0.86696
0.136,-0.030652,-0.86466
0.137,-0.031966,-0.864
0.138,-0.029665,-0.86334
0.139,-0.031638,-0.86203
0.14,-0.032295,-0.86137
0.141,-0.031309,-0.86005
0.142,-0.031638,-0.85973
0.143,-0.031309,-0.85841
0.144,-0.031966,-0.85742
0.145,-0.031966,-0.85611
0.146,-0.031638,-0.85611
0.147,-0.032295,-0.85447
0.148,-0.031309,-0.85348
0.149,-0.032295,-0.85216
0.15,-0.031966,-0.85085
0.151,-0.032295,-0.85019
0.152,-0.032624,-0.84953
0.153,-0.031966,-0.84822
0.154,-0.032624,-0.8469
0.155,-0.031309,-0.84658
0.156,-0.031966,-0.84526
0.157,-0.031966,-0.84493
0.158,-0.032295,-0.84362
0.159,-0.032295,-0.8423
0.16,-0.03098,-0.84164
0.161,-0.032953,-0.84033
0.162,-0.031638,-0.83967
0.163,-0.032295,-0.83836
0.164,-0.032295,-0.83803
0.165,-0.031966,-0.83671
0.166,-0.031966,-0.83474
0.167,-0.031638,-0.83376
0.168,-0.031638,-0.8331
0.169,-0.032295,-0.83244
0.17,-0.032295,-0.83113
0.171,-0.031638,-0.83014
0.172,-0.031966,-0.82948
0.173,-0.032295,-0.8285
0.174,-0.032295,-0.82751
0.175,-0.032295,-0.82619
0.176,-0.031638,-0.82521
0.177,-0.032295,-0.82455
0.178,-0.031966,-0.82356
0.179,-0.031966,-0.82192
0.18,4.7337,-0.82093
0.181,4.7518,-0.81995
0.182,4.7097,-0.81896
0.183,4.763,-0.8183
0.184,4.7199,-0.81732
0.185,4.7732,-0.81633
0.186,4.7301,-0.81567
0.187,4.7827,-0.8137
0.188,4.7396,-0.81304
0.189,4.7659,-0.81173
0.19,-0.031309,-0.81173
0.191,-0.032624,-0.81041
0.192,-0.031966,-0.80976
0.193,-0.031638,-0.80811
0.194,-0.03098,-0.80746
0.195,-0.031638,-0.80647
0.196,-0.032953,-0.80483
0.197,-0.03098,-0.80417
0.198,-0.031966,-0.80318
0.199,-0.031638,-0.80285
0.2,-0.031966,-0.80121
0.201,-0.032295,-0.80022
0.202,-0.03098,-0.79924
0.203,-0.032624,-0.79858
0.204,-0.031638,-0.79759
0.205,-0.031966,-0.79661
0.206,-0.03098,-0.79529
0.207,-0.031638,-0.79398
0.208,-0.031966,-0.79299
0.209,-0.03098,-0.79266
0.21,-0.032295,-0.79102
0.211,-0.03098,-0.79036
0.212,-0.032295,-0.78938
0.213,-0.032295,-0.78806
0.214,-0.032295,-0.7874
0.215,-0.032624,-0.78675
0.216,-0.031309,-0.78576
0.217,-0.032295,-0.78412
0.218,-0.031638,-0.7828
0.219,-0.032624,-0.78247
0.22,-0.032295,-0.78116
0.221,-0.032624,-0.78017
0.222,-0.031966,-0.77918
0.223,-0.031966,-0.77853
0.224,-0.032624,-0.77754
0.225,-0.032295,-0.77623
0.226,-0.032295,-0.77524
0.227,-0.031309,-0.77458
0.228,-0.031638,-0.77327
0.229,-0.032624,-0.77195
0.23,-0.031966,-0.77097
0.231,-0.032624,-0.77064
0.232,-0.031638,-0.76932
0.233,-0.032624,-0.76801
0.234,-0.031966,-0.76702
0.235,-0.032953,-0.76604
0.236,-0.031638,-0.76538
0.237,-0.031638,-0.76439
0.238,-0.032295,-0.76341
0.239,-0.031966,-0.76209
0.24,-0.032624,-0.76176
0.241,-0.031966,-0.7611
0.242,-0.032624,-0.75913
0.243,-0.031966,-0.75847
0.244,-0.031309,-0.75749
0.245,-0.032295,-0.75617
0.246,-0.032295,-0.75519
0.247,-0.031638,-0.75453
0.248,-0.031309,-0.75354
0.249,-0.031966,-0.75256
0.25,-0.031638,-0.75157
0.251,-0.031966,-0.75058
0.252,-0.031638,-0.74927
0.253,-0.031638,-0.74828
0.254,-0.032624,-0.74763
0.255,-0.032295,-0.74598
0.256,-0.031638,-0.74565
0.257,-0.031966,-0.74467
0.258,-0.031966,-0.74368
0.259,-0.031966,-0.74204
0.26,-0.031309,-0.74138
0.261,-0.032295,-0.74007
0.262,-0.031966,-0.73908
0.263,-0.032295,-0.73776
0.264,-0.031309,-0.73744
0.265,-0.031966,-0.73612
0.266,-0.032624,-0.73579
0.267,-0.031966,-0.73481
0.268,-0.032624,-0.73316
0.269,-0.031966,-0.7325
0.27,-0.031638,-0.73119
0.271,-0.03098,-0.72987
0.272,-0.031966,-0.72856
0.273,-0.031309,-0.7279
0.274,-0.03098,-0.72757
0.275,-0.031638,-0.72626
0.276,-0.031638,-0.72494
0.277,-0.033281,-0.72429
0.278,-0.032624,-0.7233
0.279,-0.031638,-0.72264
0.28,4.7515,-0.72133
0.281,4.7508,-0.71968
0.282,4.7078,-0.71968
0.283,4.7613,-0.71837
0.284,4.7183,-0.71705
0.285,4.7722,-0.7164
0.286,4.7291,-0.71475
0.287,4.7817,-0.71377
0.288,4.7387,-0.71311
0.289,4.7755,-0.71179
0.29,-0.031638,-0.71147
0.291,-0.031638,-0.70982
0.292,-0.031309,-0.70982
0.293,-0.032624,-0.70818
0.294,-0.032295,-0.70719
0.295,-0.031638,-0.70621
0.296,-0.032295,-0.70456
0.297,-0.031966,-0.70358
0.298,-0.032295,-0.70358
0.299,-0.031638,-0.70259
0.3,-0.032295,-0.70127
0.301,-0.032295,-0.69996
0.302,-0.032295,-0.69897
0.303,-0.031638,-0.69766
0.304,-0.031638,-0.69766
0.305,-0.032295,-0.69601
0.306,-0.032295,-0.6947
0.307,-0.031966,-0.69404
0.308,-0.032295,-0.69338
0.309,-0.031638,-0.69273
0.31,-0.031638,-0.69108
0.311,-0.031966,-0.6901
0.312,-0.032624,-0.68911
0.313,-0.031966,-0.6878
0.314,-0.032624,-0.68747
0.315,-0.032295,-0.68648
0.316,-0.031638,-0.68549
0.317,-0.032295,-0.68319
0.318,-0.031638,-0.68385
0.319,-0.032624,-0.68254
0.32,-0.031309,-0.68122
0.321,-0.031966,-0.68089
0.322,-0.032624,-0.67925
0.323,-0.032295,-0.67793
0.324,-0.032295,-0.67728
0.325,-0.031309,-0.67662
0.326,-0.031966,-0.67498
0.327,-0.030323,-0.67399
0.328,-0.031966,-0.673
0.329,-0.031638,-0.67235
0.33,-0.03098,-0.6707
0.331,-0.032295,-0.6707
0.332,-0.031309,-0.66939
0.333,-0.032295,-0.66807
0.334,-0.031638,-0.66643
0.335,-0.031638,-0.66577
0.336,-0.031966,-0.66478
0.337,-0.031638,-0.66446
0.338,-0.031966,-0.66347
0.339,-0.03098,-0.66183
0.34,-0.032295,-0.6615
0.341,-0.031966,-0.66051
0.342,-0.031966,-0.65887
0.343,-0.032295,-0.65854
0.344,-0.03098,-0.65755
0.345,-0.031638,-0.65558
0.346,-0.031638,-0.65525
0.347,-0.032624,-0.65426
0.348,-0.03098,-0.65262
0.349,-0.032295,-0.65229
0.35,-0.029008,-0.65164
0.351,-0.031966,-0.65065
0.352,-0.032953,-0.64966
0.353,-0.030652,-0.64802
0.354,-0.032295,-0.64736
0.355,-0.031309,-0.6467
0.356,-0.03098,-0.64506
0.357,-0.031638,-0.64375
0.358,-0.032295,-0.64309
0.359,-0.032295,-0.64243
0.36,-0.031309,-0.64079
0.361,-0.031966,-0.64013
0.362,-0.032295,-0.63881
0.363,-0.032295,-0.63849
0.364,-0.032624,-0.63717
0.365,-0.031309,-0.63651
0.366,-0.032624,-0.63487
0.367,-0.031309,-0.63421
0.368,-0.032295,-0.63355
0.369,-0.031966,-0.63191
0.37,-0.031966,-0.63125
0.371,-0.031309,-0.62994
0.372,-0.03098,-0.62895
0.373,-0.032624,-0.62797
0.374,-0.032295,-0.62698
0.375,-0.032295,-0.62665
0.376,-0.031309,-0.62534
0.377,-0.028679,-0.62435
0.378,-0.031638,-0.62271
0.379,-0.031638,-0.62238
0.38,4.761,-0.62139
0.381,4.7502,-0.62008
0.382,4.7064,-0.61942
0.383,4.76,-0.6181
0.384,4.716,-0.61679
0.385,4.7696,-0.6158
0.386,4.7265,-0.61449
0.387,4.7801,-0.61416
0.388,4.737,-0.61284
0.389,4.7807,-0.61252
0.39,-0.030652,-0.61153
0.391,-0.031638,-0.60989
0.392,-0.032295,-0.60956
0.393,-0.03098,-0.60824
0.394,-0.032295,-0.60693
0.395,-0.031309,-0.60594
0.396,-0.031966,-0.60528
0.397,-0.032295,-0.6043
0.398,-0.031638,-0.60331
0.399,-0.031966,-0.602
0.4,-0.031966,-0.60134
0.401,-0.032624,-0.60035
0.402,-0.031638,-0.59838
0.403,-0.032624,-0.59805
0.404,-0.029008,-0.59706
0.405,-0.032624,-0.59641
0.406,-0.031966,-0.59575
0.407,-0.030652,-0.59378
0.408,-0.031966,-0.59312
0.409,-0.03098,-0.59312
0.41,-0.032624,-0.59148
0.411,-0.031309,-0.59049
0.412,-0.032295,-0.58885
0.413,-0.032295,-0.58819
0.414,-0.031638,-0.58753
0.415,-0.032624,-0.58589
0.416,-0.031966,-0.58523
0.417,-0.031966,-0.58392
0.418,-0.031966,-0.58359
0.419,-0.031966,-0.58194
0.42,-0.031966,-0.58063
0.421,-0.031966,-0.57997
0.422,-0.032953,-0.57964
0.423,-0.032624,-0.57898
0.424,-0.032953,-0.57734
0.425,-0.031638,-0.57537
0.426,-0.031966,-0.57537
0.427,-0.029994,-0.57471
0.428,-0.030652,-0.57307
0.429,-0.032295,-0.57208
0.43,-0.031309,-0.57175
0.431,-0.032295,-0.56978
0.432,-0.031309,-0.56945
0.433,-0.031309,-0.56781
0.434,-0.031638,-0.56715
0.435,-0.031966,-0.56649
0.436,-0.031638,-0.56485
0.437,-0.031309,-0.56386
0.438,-0.032295,-0.56419
0.439,-0.031309,-0.56222
0.44,-0.032295,-0.5609
0.441,-0.031638,-0.56025
0.442,-0.031966,-0.55926
0.443,-0.033281,-0.5586
0.444,-0.031638,-0.55663
0.445,-0.031966,-0.55597
0.446,-0.031309,-0.55466
0.447,-0.03098,-0.554
0.448,-0.031638,-0.55367
0.449,-0.031309,-0.55236
0.45,-0.031966,-0.55137
0.451,-0.031309,-0.54973
0.452,-0.032295,-0.54973
0.453,-0.031966,-0.54808
0.454,-0.03098,-0.5471
0.455,-0.03098,-0.54578
0.456,-0.031309,-0.54512
0.457,-0.031966,-0.54381
0.458,-0.031638,-0.54315
0.459,-0.032624,-0.54249
0.46,-0.032295,-0.54118
0.461,-0.031966,-0.54052
0.462,-0.031966,-0.53888
0.463,-0.032624,-0.53822
0.464,-0.032295,-0.53691
0.465,-0.031966,-0.53691
0.466,-0.032624,-0.5346
0.467,-0.031638,-0.53428
0.468,-0.032624,-0.53329
0.469,-0.032295,-0.53197
0.47,-0.031966,-0.53099
0.471,-0.031966,-0.52967
0.472,-0.031638,-0.52967
0.473,-0.032953,-0.52803
0.474,-0.031966,-0.52672
0.475,-0.031638,-0.52639
0.476,-0.031638,-0.52507
0.477,-0.029008,-0.52409
0.478,-0.032295,-0.52277
0.479,-0.031966,-0.52178
0.48,4.7758,-0.52113
0.481,4.7482,-0.5208
0.482,4.7058,-0.51915
0.483,4.7574,-0.51817
0.484,4.7143,-0.51751
0.485,4.7669,-0.5162
0.486,4.7245,-0.51521
0.487,4.7775,-0.51422
0.488,4.7347,-0.51324
0.489,4.7863,-0.51258
0.49,-0.032295,-0.51094
0.491,-0.032295,-0.50962
0.492,-0.031638,-0.50929
0.493,-0.031309,-0.50896
0.494,-0.032295,-0.50732
0.495,-0.032295,-0.506
0.496,-0.032295,-0.50469
0.497,-0.031966,-0.50436
0.498,-0.032295,-0.50305
0.499,-0.031966,-0.50206
0.5,-0.031966,-0.5014
0.501,-0.032295,-0.50042
0.502,-0.031638,-0.49943
0.503,-0.032295,-0.49812
0.504,-0.032624,-0.4968
0.505,-0.031966,-0.49647
0.506,-0.031966,-0.49516
0.507,-0.031966,-0.49417
0.508,-0.032295,-0.49286
0.509,-0.031638,-0.49253
0.51,-0.031966,-0.49121
0.511,-0.032624,-0.49023
0.512,-0.031966,-0.48891
0.513,-0.031638,-0.48825
0.514,-0.031966,-0.48694
0.515,-0.031966,-0.48628
0.516,-0.031309,-0.48529
0.517,-0.031638,-0.48332
0.518,-0.031638,-0.48332
0.519,-0.031309,-0.48201
0.52,-0.032295,-0.48168
0.521,-0.031966,-0.48036
0.522,-0.031966,-0.47938
0.523,-0.031966,-0.47806
0.524,-0.032295,-0.4774
0.525,-0.031638,-0.47609
0.526,-0.031966,-0.47543
0.527,-0.032295,-0.47412
0.528,-0.032295,-0.47313
0.529,-0.031966,-0.47214
0.53,-0.031309,-0.47149
0.531,-0.032295,-0.46984
0.532,-0.031966,-0.46886
0.533,-0.031309,-0.46787
0.534,-0.031638,-0.46721
0.535,-0.031309,-0.46656
0.536,-0.031638,-0.46557
0.537,-0.031309,-0.46458
0.538,-0.031966,-0.46294
0.539,-0.031309,-0.46195
0.54,-0.031638,-0.46097
0.541,-0.032295,-0.46031
0.542,-0.031309,-0.459
0.543,-0.032624,-0.45834
0.544,-0.031966,-0.45702
0.545,-0.032295,-0.45637
0.546,-0.031966,-0.45472
0.547,-0.032624,-0.45439
0.548,-0.031966,-0.45341
0.549,-0.031309,-0.45275
0.55,-0.032624,-0.45111
0.551,-0.031309,-0.44979
0.552,-0.032624,-0.44946
0.553,-0.032295,-0.44848
0.554,-0.031638,-0.44716
0.555,-0.032624,-0.44683
0.556,-0.032624,-0.44552
0.557,-0.031638,-0.44387
0.558,-0.031638,-0.44289
0.559,-0.033281,-0.4419
0.56,-0.03098,-0.44059
0.561,-0.032953,-0.43993
0.562,-0.032295,-0.43894
0.563,-0.031309,-0.43796
0.564,-0.031638,-0.43664
0.565,-0.031966,-0.43631
0.566,-0.032953,-0.43467
0.567,-0.031309,-0.43401
0.568,-0.031966,-0.43335
0.569,-0.031309,-0.43171
0.57,-0.031966,-0.43138
0.571,-0.031966,-0.4304
0.572,-0.031966,-0.42941
0.573,-0.033281,-0.42809
0.574,-0.031638,-0.42744
0.575,-0.031966,-0.42612
0.576,-0.032295,-0.42514
0.577,-0.031309,-0.42415
0.578,-0.032295,-0.42316
0.579,-0.03098,-0.42218
0.58,4.7867,-0.42086
0.581,4.7449,-0.4202
0.582,4.7081,-0.41889
0.583,4.7548,-0.41856
0.584,4.7124,-0.41659
0.585,4.764,-0.41593
0.586,4.7212,-0.41462
0.587,4.7738,-0.41494
0.588,4.7314,-0.41297
0.589,4.7847,-0.41166
0.59,-0.031638,-0.411
0.591,-0.032295,-0.41034
0.592,-0.032624,-0.40903
0.593,-0.031966,-0.40771
0.594,-0.032953,-0.40738
0.595,-0.031638,-0.40607
0.596,-0.032295,-0.40508
0.597,-0.03098,-0.4041
0.598,-0.031309,-0.40311
0.599,-0.031966,-0.4018
0.6,-0.031309,-0.40114
0.601,-0.031966,-0.40048
0.602,-0.032295,-0.39884
0.603,-0.032295,-0.39785
0.604,-0.031966,-0.39719
0.605,-0.031966,-0.39654
0.606,-0.031638,-0.39522
0.607,-0.031638,-0.39423
0.608,-0.032295,-0.39292
0.609,-0.031638,-0.39193
0.61,-0.032624,-0.39095
0.611,-0.031966,-0.39029
0.612,-0.031966,-0.38897
0.613,-0.032624,-0.38832
0.614,-0.031638,-0.387
0.615,-0.031638,-0.38602
0.616,-0.032295,-0.38503
0.617,-0.031966,-0.38404
0.618,-0.031638,-0.38306
0.619,-0.032624,-0.38207
0.62,-0.031966,-0.38076
0.621,-0.030323,-0.3801
0.622,-0.032295,-0.37878
0.623,-0.031638,-0.3778
0.624,-0.032624,-0.37681
0.625,-0.031638,-0.37615
0.626,-0.031638,-0.37484
0.627,-0.032295,-0.37418
0.628,-0.03098,-0.3732
0.629,-0.032624,-0.37221
0.63,-0.031966,-0.37122
0.631,-0.032295,-0.37024
0.632,-0.031966,-0.36925
0.633,-0.031309,-0.36794
0.634,-0.032624,-0.36728
0.635,-0.031638,-0.36596
0.636,-0.032624,-0.36563
0.637,-0.031638,-0.36366
0.638,-0.032295,-0.36333
0.639,-0.032953,-0.36235
0.64,-0.031638,-0.36103
0.641,-0.032295,-0.35972
0.642,-0.03098,-0.35972
0.643,-0.032295,-0.35807
0.644,-0.03098,-0.35676
0.645,-0.032624,-0.3561
0.646,-0.031966,-0.35479
0.647,-0.031638,-0.35347
0.648,-0.031966,-0.35347
0.649,-0.031309,-0.35216
0.65,-0.032624,-0.35084
0.651,-0.031966,-0.35084
0.652,-0.031638,-0.3492
0.653,-0.032624,-0.34788
0.654,-0.031966,-0.3469
0.655,-0.031966,-0.34624
0.656,-0.031309,-0.34492
0.657,-0.031309,-0.34427
0.658,-0.032295,-0.34295
0.659,-0.032295,-0.34262
0.66,-0.032295,-0.34098
0.661,-0.03098,-0.33966
0.662,-0.032295,-0.33901
0.663,-0.031966,-0.33835
0.664,-0.031638,-0.33703
0.665,-0.031638,-0.33572
0.666,-0.031966,-0.33539
0.667,-0.031966,-0.33408
0.668,-0.031966,-0.33375
0.669,-0.031966,-0.33243
0.67,-0.031309,-0.33079
0.671,-0.031966,-0.33013
0.672,-0.031638,-0.32947
0.673,-0.032295,-0.32783
0.674,-0.032295,-0.32684
0.675,-0.031638,-0.32651
0.676,-0.031638,-0.32454
0.677,-0.031638,-0.32356
0.678,-0.031638,-0.32323
0.679,-0.031966,-0.32191
0.68,4.7844,-0.32125
0.681,4.7416,-0.31994
0.682,4.7416,-0.31862
0.683,4.7512,-0.3183
0.684,4.7084,-0.31698
0.685,4.7607,-0.31632
0.686,4.7189,-0.31501
0.687,4.7725,-0.31468
0.688,4.7281,-0.31304
0.689,4.7834,-0.31205
0.69,-0.031638,-0.31106
0.691,-0.031309,-0.31041
0.692,-0.032624,-0.30942
0.693,-0.032295,-0.30811
0.694,-0.032295,-0.30679
0.695,-0.031966,-0.30613
0.696,-0.031309,-0.30515
0.697,-0.031638,-0.30449
0.698,-0.031966,-0.30252
0.699,-0.032624,-0.30219
0.7,-0.031638,-0.30153
0.701,-0.032624,-0.30022
0.702,-0.031966,-0.29857
0.703,-0.032295,-0.29824
0.704,-0.032295,-0.29627
0.705,-0.032295,-0.29561
0.706,-0.033281,-0.29594
0.707,-0.031309,-0.29364
0.708,-0.032624,-0.29265
0.709,-0.031309,-0.29298
0.71,-0.031966,-0.29134
0.711,-0.032295,-0.29002
0.712,-0.031966,-0.28871
0.713,-0.032295,-0.28805
0.714,-0.031309,-0.28772
0.715,-0.032624,-0.28542
0.716,-0.031638,-0.28509
0.717,-0.031309,-0.28476
0.718,-0.031966,-0.28246
0.719,-0.032295,-0.28181
0.72,-0.032953,-0.28115
0.721,-0.031309,-0.27918
0.722,-0.031966,-0.27885
0.723,-0.031966,-0.27852
0.724,-0.032624,-0.2772
0.725,-0.031966,-0.27589
0.726,-0.031966,-0.27523
0.727,-0.031966,-0.27457
0.728,-0.031966,-0.27293
0.729,-0.032624,-0.27194
0.73,-0.031638,-0.27129
0.731,-0.032295,-0.27063
0.732,-0.031638,-0.26833
0.733,-0.031966,-0.26833
0.734,-0.032295,-0.26668
0.735,-0.031309,-0.26636
0.736,-0.032295,-0.26471
0.737,-0.031638,-0.26373
0.738,-0.032624,-0.26274
0.739,-0.032624,-0.26208
0.74,-0.031638,-0.26077
0.741,-0.032624,-0.25945
0.742,-0.031966,-0.25879
0.743,-0.03098,-0.25847
0.744,-0.031966,-0.25748
0.745,-0.031638,-0.25616
0.746,-0.032295,-0.25518
0.747,-0.031638,-0.25419
0.748,-0.031966,-0.25288
0.749,-0.031309,-0.25156
0.75,-0.031966,-0.25091
0.751,-0.031638,-0.25025
0.752,-0.031966,-0.24926
0.753,-0.031966,-0.24828
0.754,-0.031966,-0.24762
0.755,-0.031966,-0.2463
0.756,-0.031309,-0.24532
0.757,-0.032295,-0.24433
0.758,-0.031966,-0.24302
0.759,-0.032624,-0.2417
0.76,-0.032295,-0.24104
0.761,-0.031309,-0.24039
0.762,-0.032624,-0.23874
0.763,-0.031309,-0.23841
0.764,-0.032295,-0.2371
0.765,-0.031638,-0.23578
0.766,-0.029008,-0.23447
0.767,-0.031309,-0.23381
0.768,-0.031309,-0.23414
0.769,-0.031638,-0.23184
0.77,-0.031638,-0.23151
0.771,-0.031966,-0.22987
0.772,-0.031309,-0.22855
0.773,-0.032295,-0.22756
0.774,-0.031966,-0.22625
0.775,-0.031966,-0.22625
0.776,-0.031966,-0.22526
0.777,-0.031966,-0.22362
0.778,-0.032295,-0.22231
0.779,-0.030323,-0.22263
0.78,4.7837,-0.22132
0.781,4.7406,-0.22033
0.782,4.7558,-0.21836
0.783,4.7505,-0.21836
0.784,4.7084,-0.21705
0.785,4.7607,-0.21639
0.786,4.7179,-0.2154
0.787,4.7712,-0.21343
0.788,4.7285,-0.21277
0.789,4.7811,-0.21211
0.79,-0.031309,-0.21113
0.791,-0.031309,-0.20981
0.792,-0.032624,-0.20916
0.793,-0.028679,-0.20784
0.794,-0.032295,-0.20653
0.795,-0.031966,-0.20521
0.796,-0.031966,-0.20488
0.797,-0.031966,-0.20324
0.798,-0.03098,-0.20291
0.799,-0.031966,-0.20291
0.8,-0.03098,-0.20094
0.801,-0.031966,-0.20028
0.802,-0.031966,-0.19896
0.803,-0.032295,-0.19798
0.804,-0.032295,-0.19699
0.805,-0.031638,-0.19568
0.806,-0.032295,-0.19535
0.807,-0.03098,-0.19436
0.808,-0.031966,-0.19272
0.809,-0.031966,-0.19206
0.81,-0.031638,-0.1914
0.811,-0.032295,-0.19042
0.812,-0.031309,-0.18877
0.813,-0.032295,-0.18779
0.814,-0.031966,-0.18713
0.815,-0.031638,-0.18549
0.816,-0.03098,-0.1845
0.817,-0.031638,-0.18417
0.818,-0.031966,-0.18286
0.819,-0.032295,-0.18187
0.82,-0.030323,-0.18088
0.821,-0.031966,-0.1799
0.822,-0.032295,-0.17924
0.823,-0.032624,-0.17825
0.824,-0.031966,-0.17661
0.825,-0.031638,-0.17562
0.826,-0.031309,-0.17497
0.827,-0.031966,-0.17398
0.828,-0.031309,-0.17299
0.829,-0.032295,-0.17201
0.83,-0.031309,-0.17102
0.831,-0.032295,-0.17004
0.832,-0.032295,-0.16872
0.833,-0.031638,-0.16806
0.834,-0.032295,-0.16675
0.835,-0.032295,-0.16609
0.836,-0.031966,-0.1651
0.837,-0.031966,-0.16412
0.838,-0.032295,-0.1628
0.839,-0.032624,-0.16182
0.84,-0.032624,-0.16149
0.841,-0.032624,-0.1605
0.842,-0.031309,-0.15853
0.843,-0.030323,-0.1582
0.844,-0.031966,-0.15722
0.845,-0.032295,-0.1559
0.846,-0.031309,-0.15557
0.847,-0.032295,-0.1536
0.848,-0.031966,-0.15294
0.849,-0.031638,-0.15261
0.85,-0.032624,-0.15064
0.851,-0.032624,-0.14965
0.852,-0.031638,-0.149
0.853,-0.031638,-0.14834
0.854,-0.032295,-0.1467
0.855,-0.033281,-0.14571
0.856,-0.031638,-0.14472
0.857,-0.031966,-0.14341
0.858,-0.031638,-0.14275
0.859,-0.032295,-0.14144
0.86,-0.032624,-0.14078
0.861,-0.031966,-0.14045
0.862,-0.032953,-0.13946
0.863,-0.031309,-0.13815
0.864,-0.032624,-0.13716
0.865,-0.031638,-0.1365
0.866,-0.031966,-0.13486
0.867,-0.031638,-0.13387
0.868,-0.03098,-0.13289
0.869,-0.032295,-0.1319
0.87,-0.029008,-0.13092
0.871,-0.031966,-0.1296
0.872,-0.031309,-0.12927
0.873,-0.031966,-0.12796
0.874,-0.032295,-0.1273
0.875,-0.031966,-0.12631
0.876,-0.032953,-0.125
0.877,-0.031638,-0.12434
0.878,-0.032953,-0.12336
0.879,-0.031309,-0.12237
0.88,4.7834,-0.1204
